Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
CCND2	100	0	0	0	I
RCHY1	100	0	0	0	I
CCND1	100	0	0	0	I
PPP1R13L	100	0	0	0	I
PPP1R13B	100	0	0	0	I
FANCD2	100	0	0	0	I
APAF1	100	0	0	0	I
RHOQ	100	0	0	0	I
ABRAXAS1	100	0	0	0	I
RET	100	0	0	0	I
RRM2B	100	0	0	0	I
CBLC	100	0	0	0	I
FEN1	100	0	0	0	I
CD28	100	0	0	0	I
MAX	100	0	0	0	I
BRCA2	100	0	0	0	I
ROR2	100	0	0	0	I
IL1B	100	0	0	0	I
RBPJ	100	0	0	0	I
PSEN1	100	0	0	0	I
CD247	100	0	0	0	I
RBX1	100	0	0	0	I
IKBKG	100	0	0	0	I
IL2	100	0	0	0	I
IL13	100	0	0	0	I
VAV1	100	0	0	0	I
CBL	100	0	0	0	I
SOCS1	100	0	0	0	I
TAOK2	100	0	0	0	I
TGFB3	100	0	0	0	I
ACVR2B	100	0	0	0	I
PRL	100	0	0	0	I
STAT2	100	0	0	0	I
IRS1	100	0	0	0	I
IFNA1	100	0	0	0	I
IFNB1	100	0	0	0	I
MAP4K1	100	0	0	0	I
SMAD7	100	0	0	0	I
SMAD6	100	0	0	0	I
MEF2C	100	0	0	0	I
NRAS	100	0	0	0	I
IGF1R	100	0	0	0	I
ACVR1	100	0	0	0	I
BMPR1B	100	0	0	0	I
AREG	100	0	0	0	I
IRS4	100	0	0	0	I
LRP5	100	0	0	0	I
ACVR1B	100	0	0	0	I
MAP3K20	100	0	0	0	I
FZD4	100	0	0	0	I
SMAD1	100	0	0	0	I
PIK3CG	100	0	0	0	I
LRIG1	100	0	0	0	I
KRAS	100	0	0	0	I
LRP6	100	0	0	0	I
BMPR2	100	0	0	0	I
TGFB2	100	0	0	0	I
INHBA	100	0	0	0	I
DAB1	100	0	0	0	I
PDGFRA	100	0	0	0	I
PDGFRB	100	0	0	0	I
PDGFB	100	0	0	0	I
FGF8	100	0	0	0	I
FLT1	100	0	0	0	I
EFNA1	100	0	0	0	I
EPHA3	100	0	0	0	I
EPHA4	100	0	0	0	I
LTK	100	0	0	0	I
TEK	100	0	0	0	I
CDK5R1	100	0	0	0	I
TYRO3	100	0	0	0	I
GDNF	100	0	0	0	I
FGFR1	100	0	0	0	I
RXRA	100	0	0	0	I
RARG	100	0	0	0	I
NR2F2	100	0	0	0	I
RXRG	100	0	0	0	I
ESR2	100	0	0	0	I
NR1H2	100	0	0	0	I
NR4A2	100	0	0	0	I
NR4A3	100	0	0	0	I
IL5	100	0	0	0	I
PKN1	100	0	0	0	I
MUC1	100	0	0	0	I
CSK	100	0	0	0	I
SHC1	100	0	0	0	I
IL13RA1	100	0	0	0	I
MAP3K11	100	0	0	0	I
NOTCH2	100	0	0	0	I
LEP	100	0	0	0	I
LEF1	100	0	0	0	I
TAOK1	100	0	0	0	I
ACVR1C	100	0	0	0	I
GHR	100	0	0	0	I
CSF1	100	0	0	0	I
SOS1	100	0	0	0	I
NOTCH3	100	0	0	0	I
CRK	100	0	0	0	I
DAXX	100	0	0	0	I
IRS2	100	0	0	0	I
EIF4E	100	0	0	0	I
WNT7A	100	0	0	0	I
NR3C1	100	0	0	0	I
SMAD5	100	0	0	0	I
RYK	100	0	0	0	I
PPP2R2A	100	0	0	0	I
MAPK10	100	0	0	0	I
AMHR2	100	0	0	0	I
NODAL	100	0	0	0	I
SOCS2	100	0	0	0	I
GLI3	100	0	0	0	I
NOTCH4	100	0	0	0	I
SNW1	100	0	0	0	I
BHLHE41	100	0	0	0	I
PDGFD	100	0	0	0	I
FGFR2	100	0	0	0	I
KDR	100	0	0	0	I
FLT4	100	0	0	0	I
MST1R	100	0	0	0	I
NTRK2	100	0	0	0	I
NTRK3	100	0	0	0	I
EFNB1	100	0	0	0	I
EPHA2	100	0	0	0	I
EPHB1	100	0	0	0	I
EPHB2	100	0	0	0	I
EPHB3	100	0	0	0	I
ALK	100	0	0	0	I
DDR1	100	0	0	0	I
DDR2	100	0	0	0	I
AATK	100	0	0	0	I
LMTK2	100	0	0	0	I
AXL	100	0	0	0	I
MERTK	100	0	0	0	I
PAG1	100	0	0	0	I
LCP2	100	0	0	0	I
ITK	100	0	0	0	I
GAB1	100	0	0	0	I
RAP1B	100	0	0	0	I
NR3C2	100	0	0	0	I
PPARD	100	0	0	0	I
HNF1A	100	0	0	0	I
NRIP1	100	0	0	0	I
PRKCB	100	0	0	0	I
FGR	100	0	0	0	I
PRKACB	100	0	0	0	I
PRKX	100	0	0	0	I
ZAP70	100	0	0	0	I
PTK2	100	0	0	0	I
LAT	100	0	0	0	I
CAMP	100	0	0	0	I
CD4	100	0	0	0	I
CXCL12	100	0	0	0	I
CCL3	100	0	0	0	I
CCL11	100	0	0	0	I
CXCL8	100	0	0	0	I
POMC	100	0	0	0	I
ANXA1	100	0	0	0	I
NPPA	100	0	0	0	I
CGA	100	0	0	0	I
NTS	100	0	0	0	I
CAMK2A	100	0	0	0	I
ITGB1	100	0	0	0	I
TCF7	100	0	0	0	I
YWHAH	100	0	0	0	I
VAV2	100	0	0	0	I
RASGRP3	100	0	0	0	I
RAP1A	100	0	0	0	I
ANP32A	100	0	0	0	I
MYLK	100	0	0	0	I
BCAR1	100	0	0	0	I
RAPGEF1	100	0	0	0	I
ILK	100	0	0	0	I
ARHGEF2	100	0	0	0	I
PTK2B	100	0	0	0	I
SYT1	100	0	0	0	I
GNA12	100	0	0	0	I
RASGRF1	100	0	0	0	I
PPP2R5C	100	0	0	0	I
ANAPC1	100	0	0	0	I
DOK1	100	0	0	0	I
COX5B	100	0	0	0	I
CTTN	100	0	0	0	I
KHDRBS2	100	0	0	0	I
PTMA	100	0	0	0	I
PTGS2	100	0	0	0	I
RIPK1	100	0	0	0	I
UBE2V1	100	0	0	0	I
COP1	100	0	0	0	I
TRIP6	100	0	0	0	I
PPP1R2	100	0	0	0	I
ELK1	100	0	0	0	I
FES	100	0	0	0	I
TEC	100	0	0	0	I
PPP2R5A	100	0	0	0	I
PPP2R5D	100	0	0	0	I
ACVR2A	100	0	0	0	I
CAMK2G	100	0	0	0	I
ANAPC2	100	0	0	0	I
CTNND1	100	0	0	0	I
DAB2IP	100	0	0	0	I
PTGER4	0	100	0	100	S
PTH1R	100	0	0	0	I
PTH	100	0	0	0	I
FLCN	100	0	0	0	I
FZD3	100	0	0	0	I
GATA2	100	0	0	0	I
ETS1	100	0	0	0	I
FLT3	100	0	0	0	I
PXN	100	0	0	0	I
RAD1	100	0	0	0	I
RAD50	100	0	0	0	I
TAOK3	100	0	0	0	I
RANBP9	100	0	0	0	I
PTK7	100	0	0	0	I
RCAN1	100	0	0	0	I
IER3	100	0	0	0	I
HDAC5	100	0	0	0	I
ROR1	100	0	0	0	I
RPA2	100	0	0	0	I
TIE1	100	0	0	0	I
FGFR3	100	0	0	0	I
EPHA8	100	0	0	0	I
FGFR4	100	0	0	0	I
EPHB4	100	0	0	0	I
EPHA7	100	0	0	0	I
EPHA5	100	0	0	0	I
EPHA6	100	0	0	0	I
INSRR	100	0	0	0	I
CSF1R	100	0	0	0	I
MUSK	100	0	0	0	I
ROS1	100	0	0	0	I
EPHA1	100	0	0	0	I
RUNX2	100	0	0	0	I
PPP1R8	100	0	0	0	I
MMP1	100	0	0	0	I
AXIN2	100	0	0	0	I
SHC3	100	0	0	0	I
SIK2	100	0	0	0	I
CDKN2AIP	100	0	0	0	I
ADIPOQ	100	0	0	0	I
SKP1	100	0	0	0	I
SLX4	100	0	0	0	I
SMAD9	100	0	0	0	I
IL18	100	0	0	0	I
SORBS1	100	0	0	0	I
PIK3R3	100	0	0	0	I
SREBF1	100	0	0	0	I
SRF	100	0	0	0	I
STAT4	100	0	0	0	I
STMN1	100	0	0	0	I
TAL1	100	0	0	0	I
TCF3	100	0	0	0	I
TFDP1	100	0	0	0	I
NFIB	0	0	100	-100	I
THBS1	100	0	0	0	I
FZD8	100	0	0	0	I
MMP9	100	0	0	0	I
TRIB3	100	0	0	0	I
TRIM24	100	0	0	0	I
TRIP11	100	0	0	0	I
TXK	100	0	0	0	I
UBC	100	0	0	0	I
UBE2A	100	0	0	0	I
CAMK2D	100	0	0	0	I
ERCC2	100	0	0	0	I
FGG	100	0	0	0	I
BMX	100	0	0	0	I
ABCA1	100	0	0	0	I
APOA1	100	0	0	0	I
HES1	100	0	0	0	I
MYOD1	100	0	0	0	I
FZD7	100	0	0	0	I
FZD2	100	0	0	0	I
FZD10	100	0	0	0	I
FZD5	100	0	0	0	I
FZD9	100	0	0	0	I
FZD6	100	0	0	0	I
FZD1	100	0	0	0	I
APOE	100	0	0	0	I
HMGA2	100	0	0	0	I
CAMK2B	100	0	0	0	I
CUL1	100	0	0	0	I
CSNK1G2	100	0	0	0	I
PCBP2	100	0	0	0	I
BCR	100	0	0	0	I
NGEF	100	0	0	0	I
PLEKHG6	100	0	0	0	I
VAV3	100	0	0	0	I
PRKAR1A	100	0	0	0	I
GTF2H2	100	0	0	0	I
UHMK1	100	0	0	0	I
BMPR1A	100	0	0	0	I
CDH2	100	0	0	0	I
CDKN2B	100	0	0	0	I
KNL1	100	0	0	0	I
CIITA	0	100	0	100	I
CRKL	100	0	0	0	I
CTNNA1	100	0	0	0	I
ELOC	100	0	0	0	I
ENPP1	100	0	0	0	I
EZR	100	0	0	0	I
FOXA1	0	0	100	-100	I
FOXO4	100	0	0	0	I
FOXO6	100	0	0	0	I
VEGFA	100	0	0	0	I
GRIP1	100	0	0	0	I
APOA5	100	0	0	0	I
HIST1H2AG	100	0	0	0	I
HDAC7	100	0	0	0	I
HMGA1	100	0	0	0	I
ICAM1	100	0	0	0	I
IRF4	100	0	0	0	I
ITGB4	100	0	0	0	I
KHSRP	100	0	0	0	I
KLF4	100	0	0	0	I
KRT14	100	0	0	0	I
MAPK15	100	0	0	0	I
SPEN	100	0	0	0	I
CD3E	100	0	0	0	I
NME1	100	0	0	0	I
WNT8B	100	0	0	0	I
AHR	100	0	0	0	I
ARNT	100	0	0	0	I
MRE11	100	0	0	0	I
PAFAH1B1	100	0	0	0	I
PIK3C3	100	0	0	0	I
PIK3CA	100	0	0	0	I
PKM	100	0	0	0	I
PLAU	100	0	0	0	I
PLCG1	100	0	0	0	I
ACTN1	100	0	0	0	I
ASAP2	100	0	0	0	I
ARHGAP24	100	0	0	0	I
NEDD9	100	0	0	0	I
ZYX	100	0	0	0	I
ELMO1	100	0	0	0	I
DOCK1	100	0	0	0	I
ITGA6	100	0	0	0	I
ITGAM	100	0	0	0	I
ITGB2	100	0	0	0	I
ITGA3	100	0	0	0	I
IL2RA	100	0	0	0	I
IL13RA2	100	0	0	0	I
PLG	100	0	0	0	I
NRP1	100	0	0	0	I
INHBE	100	0	0	0	I
SPP1	100	0	0	0	I
PLXNA1	100	0	0	0	I
PLAT	100	0	0	0	I
SERPINE1	100	0	0	0	I
CDC27	100	0	0	0	I
ANAPC10	100	0	0	0	I
FZR1	100	0	0	0	I
CCNE1	100	0	0	0	I
EIF4G1	100	0	0	0	I
PA2G4	0	100	0	100	I
LIG1	100	0	0	0	I
RPTOR	100	0	0	0	I
USP6NL	100	0	0	0	I
ANGPTL4	100	0	0	0	I
KLK3	100	0	0	0	I
CDS1	100	0	0	0	I
NBN	100	0	0	0	I
DBF4	100	0	0	0	I
CCNE2	100	0	0	0	I
NOS2	100	0	0	0	I
CDK16	100	0	0	0	I
MOS	100	0	0	0	I
RAB5A	100	0	0	0	I
CDC16	100	0	0	0	I
RRAS2	100	0	0	0	I
STAM2	100	0	0	0	I
SNCA	100	0	0	0	I
UBE3A	100	0	0	0	I
MED1	100	0	0	0	I
NUP98	0	0	100	-100	I
TERF2	100	0	0	0	I
HNF4A	100	0	0	0	I
PPARGC1A	100	0	0	0	I
KHDRBS1	100	0	0	0	I
FANCI	100	0	0	0	I
GTF2H3	100	0	0	0	I
UBE2E1	100	0	0	0	I
ANAPC11	100	0	0	0	I
MMP7	100	0	0	0	I
CDC23	100	0	0	0	I
ANAPC4	100	0	0	0	I
ANAPC5	100	0	0	0	I
LRP1	100	0	0	0	I
RBL1	100	0	0	0	I
STRAP	100	0	0	0	I
UBE2D1	100	0	0	0	I
HDAC9	100	0	0	0	I
TFDP2	100	0	0	0	I
GTF2H1	100	0	0	0	I
ERCC3	100	0	0	0	I
CDC26	100	0	0	0	I
MRAS	100	0	0	0	I
IGFBP1	100	0	0	0	I
UBB	100	0	0	0	I
PRTN3	100	0	0	0	I
SOCS5	100	0	0	0	I
PIK3R2	100	0	0	0	I
ANAPC7	100	0	0	0	I
PIK3CB	100	0	0	0	I
PIK3CD	100	0	0	0	I
TCF4	100	0	0	0	I
GTF2H4	100	0	0	0	I
STAT5B	100	0	0	0	I
TCF7L2	100	0	0	0	I
IRF8	100	0	0	0	I
SOCS4	100	0	0	0	I
PITX2	100	0	0	0	I
ELANE	100	0	0	0	I
SOCS7	100	0	0	0	I
LIPC	100	0	0	0	I
LPL	100	0	0	0	I
AGER	100	0	0	0	I
CAMK1D	100	0	0	0	I
SOAT1	100	0	0	0	I
APOC3	100	0	0	0	I
BMP8A	100	0	0	0	I
SHC2	100	0	0	0	I
APBB1IP	100	0	0	0	I
TERF2IP	100	0	0	0	I
NSMAF	100	0	0	0	I
DAPP1	100	0	0	0	I
DOCK2	100	0	0	0	I
PRNP	100	0	0	0	I
MCM7	100	0	0	0	I
PSMA8	100	0	0	0	I
POLR2C	100	0	0	0	I
GATA4	100	0	0	0	I
NCKAP1L	100	0	0	0	I
RUVBL1	100	0	0	0	I
GLI1	100	0	0	0	I
CCNB1	100	0	0	0	I
TBX21	100	0	0	0	I
RUVBL2	100	0	0	0	I
TP63	100	0	0	0	I
CITED2	100	0	0	0	I
POLD4	100	0	0	0	I
FOSL1	100	0	0	0	I
CD36	100	0	0	0	I
CD3G	100	0	0	0	I
ANAPC13	100	0	0	0	I
PRDM1	100	0	0	0	I
GIT2	100	0	0	0	I
TNFRSF11B	100	0	0	0	I
NOS3	100	0	0	0	I
IL18RAP	100	0	0	0	I
EPAS1	100	0	0	0	I
CENPA	100	0	0	0	I
RETN	100	0	0	0	I
CD3D	100	0	0	0	I
DOK2	100	0	0	0	I
DLAT	100	0	0	0	I
TFF1	100	0	0	0	I
CTDP1	100	0	0	0	I
SFTPD	100	0	0	0	I
ABCB1	100	0	0	0	I
SNAI3	100	0	0	0	I
SMPD1	100	0	0	0	I
FOXP3	100	0	0	0	I
SFTPA2	100	0	0	0	I
TERT	100	0	0	0	I
RBPJL	100	0	0	0	I
GK	100	0	0	0	I
KRT5	100	0	0	0	I
SRA1	100	0	0	0	I
OLR1	100	0	0	0	I
TCF7L1	100	0	0	0	I
CTLA4	100	0	0	0	I
TYR	100	0	0	0	I
NFKBIA	100	0	0	0	I
NFYC	100	0	0	0	I
MYEF2	100	0	0	0	I
EIF4A1	100	0	0	0	I
MAFB	100	0	0	0	I
SHC4	100	0	0	0	I
FANCA	100	0	0	0	I
TERF1	100	0	0	0	I
ALPP	100	0	0	0	I
TPT1	100	0	0	0	I
PLA2G4A	100	0	0	0	I
PRF1	100	0	0	0	I
UBE2C	100	0	0	0	I
PIK3R5	100	0	0	0	I
KIF2C	100	0	0	0	I
RBFOX2	100	0	0	0	I
HEY1	100	0	0	0	I
KLF1	100	0	0	0	I
CDX1	100	0	0	0	I
DBI	100	0	0	0	I
VLDLR	100	0	0	0	I
ADCY2	100	0	0	0	I
SPARC	100	0	0	0	I
SMC3	100	0	0	0	I
IL18R1	100	0	0	0	I
TTC5	100	0	0	0	I
TBP	100	0	0	0	I
ZNF148	100	0	0	0	I
ZEB1	100	0	0	0	I
SNAI1	100	0	0	0	I
HEXIM1	100	0	0	0	I
MXI1	100	0	0	0	I
H3F3A	100	0	0	0	I
LRP8	100	0	0	0	I
CFTR	100	0	0	0	I
SRSF1	100	0	0	0	I
MITF	100	0	0	0	I
NFIL3	100	0	0	0	I
DDAH2	100	0	0	0	I
APOA2	100	0	0	0	I
TLE1	100	0	0	0	I
SELE	100	0	0	0	I
EIF4B	100	0	0	0	I
GK2	100	0	0	0	I
AVEN	100	0	0	0	I
DIAPH2	100	0	0	0	I
UBE2S	100	0	0	0	I
H2AFZ	100	0	0	0	I
PLTP	100	0	0	0	I
SERPINB5	100	0	0	0	I
ZZEF1	100	0	0	0	I
NR1H4	100	0	0	0	I
DBP	100	0	0	0	I
HSD11B1	100	0	0	0	I
RHOB	100	0	0	0	I
PLPPR4	100	0	0	0	I
SRGN	100	0	0	0	I
TAGLN	100	0	0	0	I
IKZF3	100	0	0	0	I
NELFCD	100	0	0	0	I
NFATC4	100	0	0	0	I
NELFB	100	0	0	0	I
NKX2_5	100	0	0	0	I
DES	100	0	0	0	I
NOC2L	100	0	0	0	I
MYCBP2	100	0	0	0	I
TYRP1	100	0	0	0	I
LYZ	100	0	0	0	I
CDR2	100	0	0	0	I
BOK	100	0	0	0	I
AFP	100	0	0	0	I
ETV5	100	0	0	0	I
NFYB	100	0	0	0	I
GATA6	100	0	0	0	I
SMPD2	100	0	0	0	I
KIF23	100	0	0	0	I
LAMTOR5	100	0	0	0	I
CUL9	100	0	0	0	I
SNRPE	100	0	0	0	I
ASAP3	100	0	0	0	I
CD47	100	0	0	0	I
UGCG	100	0	0	0	I
ENO1	100	0	0	0	I
SNAI2	100	0	0	0	I
VDAC1	100	0	0	0	I
PTBP1	100	0	0	0	I
CAD	100	0	0	0	I
SOD1	100	0	0	0	I
TEP1	100	0	0	0	I
MUC5AC	100	0	0	0	I
JMY	100	0	0	0	I
TADA3	100	0	0	0	I
CASP1_NLRP3_PYCARD	100	0	0	0	I
MAPT	100	0	0	0	I
CDC25C	100	0	0	0	I
CDC25B	100	0	0	0	I
CA2_DAG1	100	0	0	0	I
MEFV_PYCARD	100	0	0	0	I
CPSF3	100	0	0	0	I
MCM6	100	0	0	0	I
MCM4	100	0	0	0	I
MCM5	100	0	0	0	I
MCM2	100	0	0	0	I
MCM3	100	0	0	0	I
