,alprostadil,amodiaquine,amuvatinib,apixaban,astemizole,avasimibe,azithromycin,ciclesonide,clemastine,clomifene,dapivirine,digoxin,dronedarone,fluspirilene,hexachlorophene,homoharringtonine,ivacaftor,ketoconazole,lonafarnib,loperamide,niclosamide,osimertinib,papaverine,penfluridol,perhexiline,promethazine,regorafenib,thioguanine,thioridazine,toremifene,ZK-93423
ATF2,1.03534917515652,1.0098937649079398,0.6511014676119301,-0.508942922416422,1.66955202640419,1.63036472809669,-1.34490355156952,0.8968596376351321,0.0389005130714845,1.64042807370819,1.8157317805969,3.62657960098944,1.22910949630976,0.9491380112812571,1.84924088766913,2.08323849600758,1.09630359445538,1.9074368208905301,1.39384535122778,1.41306914495305,3.8514940016902597,2.16720147708417,0.832262822030488,4.64951656089428,3.86692841716497,-1.95487419965042,-0.975330932529783,1.39333328061161,2.38925757631809,0.494804117452209,2.79232263139382
ATF3,-0.35770787621026,-0.421681050799188,-0.526764078205533,0.9567497908694731,-1.38206331075194,1.4199643281734198,1.03659659497555,0.137419796485365,0.7457822419513421,-0.94944197465184,-0.8667494179839659,-3.20503348503034,-2.00933145491028,-0.0974786532018092,-0.862596251952891,-2.2241127149153197,-0.305641212064331,-2.60784175657983,0.842350407741216,0.579709906174462,-3.16206048887269,-1.8156162023564602,0.47106185529471994,-2.04231191920479,-3.58989759398013,-0.829459747766987,0.8904135568824771,-0.31189946688536796,-3.28577392271814,-2.34166575740942,-2.45605770840808
ATF4,-2.9763289875408705,-2.04446529969952,-0.263205328154952,-2.5818967898052003,4.239261554207641,5.6730383627295105,-4.47913509266598,2.83490291603085,2.00233766919343,-0.009568254577692871,2.65916778616896,1.2791927611832399,4.479968020590981,0.7715057592325791,6.407442365954259,1.18410805766875,1.8593324378163099,1.46450628902028,0.0309586059924937,2.14311024257489,8.08057895720988,1.44334663342777,0.514992616736736,5.7655799397887195,7.31252881612739,-5.17846670680736,1.06946507188225,5.652568251617139,5.534743648849231,-2.59631017087358,4.15635103395674
ATF6,-1.16831067989355,-0.140883068161462,0.6296815285975601,-0.17161036151604198,2.7559251983294,0.860279842636451,-0.37684613906521497,-1.21812267060182,0.9468886634014119,-1.07835393034448,1.4061822086540703,0.132343108450477,0.225696451691879,1.9994025148909398,2.6372057781761296,-1.2671916347863301,-1.11364492851446,1.8944529615090502,-0.402217305754433,-0.237662008320418,3.62228817655411,0.38920182268838205,-1.8104507295813,1.6368516097919,2.55132583751783,-1.1411395778580802,1.1247362044007598,2.6739874209288303,3.1214238123686098,0.0860020644535557,-0.29359600234836797
ATF7,0.161403585436252,0.00597176103618126,-0.341092981543439,1.00368418623009,0.20474413927792,1.05839947626542,2.31973320688374,-2.37454160916312,-0.214138708959879,0.934721144554067,1.01193674094662,2.01357257722199,-0.13492239630975,1.11929936263724,2.1449242691766996,2.0278526263198797,-1.8543827211214299,-1.2098007336294598,-1.35735727688173,0.7706996138325509,2.82896525937191,0.5621000230126459,0.727318759305813,0.200040241485532,2.24777679247418,-0.76842441190045,1.73434008853279,-0.9755472565982192,0.913978453666925,0.38037258733315704,0.564558275166077
BACH1,0.453010377151269,-0.15906310404491597,1.5629328836328797,0.0149870965112682,0.0178811469290962,-2.39632820369679,-0.27490715412800504,-4.20489070702554,-0.8247262615452181,1.70550833417232,2.30457445527611,1.54173653887835,1.14128691167906,0.861298235630157,1.4069957756836498,0.614679715709753,-0.595398324006184,3.9258439888737797,-4.07711031623038,-0.9758014467321471,2.05255965144267,-0.26700393439896497,-1.7588799810356701,-0.851878427852593,1.7928930278185702,0.600127968203713,-0.19812949003248398,0.869187576855163,1.8015678628014902,1.9811294001607702,1.4641275946721297
BACH2,0.422663111240118,0.0862505538709583,-0.365028927506622,1.9598207333261002,1.59299415183689,0.0418812221676628,0.8756187445208891,-3.0658874042373996,1.2639309705801,1.59159164074157,0.9470773149901109,2.1908853069881395,2.20206943510052,3.17383086980953,1.2304968906512401,2.3476721024215297,-0.15526849879099303,1.86082164123007,-1.71671452004174,2.27722404523863,3.77092143165254,2.7060010482707,-0.651321014767761,1.3334615868981998,4.47155437650367,-2.01164582232452,0.097501309958383,1.5435993549587699,4.27180782698455,1.02327563813219,0.190790085744768
BATF,1.1771961152235901,3.98154775166251,1.4641193853456298,0.42998130326797607,1.28136934374699,-1.00295782407746,0.000896021510079076,0.304669600944182,2.6175878034468596,2.9869451371033104,1.8378774724622802,0.9353005259976949,0.8958672259111509,2.2970850605912,1.57806705656191,1.48706621846197,2.21162796383503,2.63760626200298,-0.604485828837193,1.94686303180122,2.37121698108745,2.7574781097506,1.12082676181126,2.1673860714441897,3.1585640194327005,-0.483699345609859,0.7081448297183008,-0.22790036479897197,3.15025570795058,1.85771242347444,1.38186745811084
BCL11A,1.41228980761696,1.97177375302507,-1.1056870250178898,-0.324165531590634,0.714073127648453,-0.0151391664566963,-0.29011126489606104,-1.4742174310820202,0.217777262774381,0.723956223298772,1.16825833847255,0.12700487410558,-0.19766721487226102,0.829890297241396,-0.076925088597817,-0.135892512953878,0.703022104563489,1.0658698921874499,-0.8814145432247951,0.33932047578960606,0.6078008185187299,0.620630244618297,1.16715722410173,-0.751533443022593,1.76356145981051,0.47192321152159006,-0.818354442050577,0.066395982467484,1.9126772342206397,1.8517295557389097,1.75453319005041
BCL3,0.224726125789161,-0.24179966715026102,1.05865526367577,-0.16877434082568002,1.43859037691416,-1.0527927007361801,-2.4917060636735,-0.000735729522740308,0.082491229332471,2.2892683376302205,2.78872292002098,0.449735600952694,0.29050008847506104,0.320169907115279,0.8271065807470709,0.668939679533442,-0.955371391569662,4.04580634080066,-0.0867450025758469,-0.8774740113578409,2.54417014808305,1.3575298720313702,-0.6903824828430921,-0.11594526422105803,2.41417757039535,1.1616588792249598,-0.357225223148986,-0.52636127049296,2.65891396485112,2.79861012422596,3.3131527753815
BCL6,-1.9107213465914,-2.15154661007038,-1.31657383053515,-1.80456982513567,-2.01713070901079,-0.35808677868520794,-1.04381097402363,-2.12483830850896,-0.22120253406404602,-2.26129161164374,-2.29751642400728,-1.18116356015511,-1.87864924585531,-0.8860784843855191,-0.817335953497396,-0.4503786349659079,-1.55041559593295,-3.5199354835324703,0.658029301442958,-0.913814078372537,-2.98390674910137,-1.6573900683513,-1.1903740814379198,-1.07883961433548,-2.9445343204351904,-0.19586646625336301,-0.6225391112399411,-0.8884620756470001,-3.56467665125822,-1.8733393874514601,-3.10360512019577
BHLHE22,-1.14389962352005,-1.91052332781064,-0.17954422252319,-1.95945359664079,-0.7786328857949059,-3.4561541926039796,-0.7365898939075279,-0.00746234119532113,-1.99693364231675,-1.84365352923106,-1.54966455957917,-1.1435874396036998,0.0336841961403954,-1.5561266018326598,0.45459323742475005,0.0208799027830048,-3.4144089964247994,0.21264320630420602,-1.23078503973898,-2.4575300344156297,-1.2370622113707501,-2.93524457833844,-3.01168252333142,-1.1660159511631798,-1.72288635181149,1.38316373320744,1.90386465287007,0.984617879259027,-1.35551904668746,-0.172844652083114,-0.7805967685432671
BHLHE40,-0.8622743369055659,-1.1311092934176201,-2.36848117926117,-1.00935082018771,-1.73197889840516,-0.388486183446214,0.579902932345483,1.9920906206752398,1.3804691349127098,-2.99016152622868,-2.26983604313011,-2.6971891394587795,-2.61067775602056,-0.929852054340107,-0.655650557401174,-1.8362175522126398,-0.7201971301781991,-3.21527397792248,0.8003611714729251,-0.867242278295074,-3.6588954419492996,-2.5811661946425,0.458129403045372,-1.7502277611877701,-4.33536570473286,-0.0658675576663246,-0.502960065870098,-1.83709948631848,-4.146908786378891,-2.22917552796308,-2.75718373426135
CDX2,0.28745728098358003,0.596064553556,-0.11564991388820699,0.291828844043288,0.806798497779012,0.90766537743097,-0.903796985771991,-0.163504166200561,-0.134989331169797,0.132854261114985,-1.8690111795878601,0.195622247896958,-1.43975766698735,-0.413336335834052,0.425909926039584,0.637325552503653,0.311725024493087,-0.21905432793736201,-0.24684214032863103,0.764732201878697,0.5842617893676071,0.784877158752805,1.1031626612515801,0.7593367197348149,0.843819204435163,-0.647255036892718,-0.680080384927907,-0.0811366711576962,1.11356867060782,-1.02432490188833,0.375201424372409
CEBPA,0.41450269385485605,1.77281942032071,0.38432412432470703,-0.419288556571962,1.92143567798214,-0.16011841226090198,-0.9659246555939591,2.29736874539257,3.337651815378,3.9792492223949303,1.8878635665167298,2.42027525839008,2.01665523429642,3.0240655945767903,-0.036987916172058995,-0.38581737134947097,2.8837161933658906,2.51363553737399,-0.322435201872375,3.07393869535494,1.7869857595522698,3.79069546032669,0.428755669234635,2.7914076066530096,2.5968901973456497,-0.773900594334537,-2.50453432820453,-1.8481139012881598,3.55176343491569,1.88250128866801,0.9140778071800241
CEBPB,1.5322589992873001,0.535779679291434,1.2480712689955802,-1.37047438936644,1.3511861562093201,-0.379735975438298,-3.6973719525286697,0.161713304450901,-0.4887405199876189,0.854111488626557,2.6404800819012597,3.4910145368853396,1.1695910087242198,0.931073102252866,2.76938659623369,2.48465656008782,0.8370465491497759,1.52155499667957,-0.8561541021826601,0.106168350534494,4.26428616671481,-0.00107238138303351,-1.52229234839106,2.7292142145349403,4.5949981565846905,-1.3467111553855902,-2.49369762165325,1.60335340130903,3.07724034173588,1.41223611543955,2.78552286130144
CEBPD,2.39965935465514,1.94017200054422,1.05273556094121,1.9805802479231498,-1.13405044333147,-0.622919109754158,0.25036724334005805,1.6225092295451,-0.7099444499175891,0.9479148372372199,1.41368413468781,2.60905499995502,1.6139183449450099,-0.21829310072710198,0.8781128541045881,1.11127761125255,1.2271807463641002,1.5815973458704498,-1.4352281775504399,0.5643840776380289,0.939723363621445,0.5752657517826021,-0.689198277903009,2.15385529936585,2.07369062834463,0.507481818011733,-0.5037708375659,0.609705815814918,0.8510865865501691,3.07434637622389,2.2494222457760698
CEBPG,-0.629865924461688,1.2057967192019299,2.3238157180083197,1.7235217240148002,3.47441175768134,2.31812787742206,-0.118377361475992,0.836292150530477,1.15966581393345,2.15065204197905,2.3074329738988197,0.030957656714601,3.0927184414435103,1.97322018787961,3.96219082878257,-0.356642751510135,1.79207866927196,1.5029286193456297,1.06935465800723,2.63313713098065,4.7098552088122805,2.10294653021848,0.5698956414540141,2.5384890709818797,4.53152949171262,-1.7169936629221099,0.5664877822978851,0.282540188554217,3.81153436472208,0.39599865511760707,2.6873535304277403
CLOCK,0.12102195021866001,2.18624545058708,1.40438460486433,-0.156286981873123,1.09337315064043,0.338508096985683,-0.308820036943553,0.111061192601884,1.1942649203104199,1.5589664033796298,1.276612990816,0.5310114550752151,1.07101489283191,1.7388686597269198,1.4555159289987,0.423402916117585,3.22629171052512,1.57968295576993,0.33698556699683696,1.1037678110172802,3.32428445274538,1.12274759811312,1.86530803012638,2.39545614006257,3.0359708319782994,-0.464361422585965,-1.02787401104131,-1.05770155467993,2.46681747195589,0.534325838136062,0.9567109432120671
CREB1,0.0844629773438917,1.5636114000010601,1.37952114049683,0.9288509878944449,1.7815963294860802,0.91444142965801,-0.6721228675208171,-0.0571942141346116,-0.516580862018409,1.34574183930004,1.5521352971272901,3.6361954209786296,-0.25723408265884196,-0.040814031377144996,-0.470515863242096,0.7991101307573628,0.9445347835788108,-1.09573472468493,-0.8795660597021508,0.7597327693132541,0.968973483169195,0.457242343283377,1.0961409534100799,1.98892528673556,0.570459582591129,-0.60749099287254,-3.38957832612927,1.28710040741426,0.9980156462451519,0.0622560971277275,1.2546932636349801
CREB3,-0.47425571907077096,-2.30849370985923,-0.22184655597849104,-1.47788162844135,1.6149980265209298,-2.36753511811948,-0.5762623671829189,1.3847813301943899,0.23990630811062802,0.0103883283646643,-1.80825167637844,-0.46933453046702295,-0.9056533402735641,-0.41962286569323903,-0.43819542771803605,-2.17414411085619,-2.67393565863023,-0.544189065174985,-0.577129459952704,-0.8144471368575351,-0.6235320436439,0.768419084929457,-1.4478024799957498,-1.4705181996424401,-0.807229915021293,1.06286622152605,-0.9853938947628771,-0.832645384858365,-0.410822155090488,1.3622517154590499,0.6069317742547421
CREB3L1,-1.12739707132233,-1.36800429600925,1.18038596091143,0.14583666561135997,0.6261533067962499,-1.3516422086220101,0.24464072458064803,-1.60747620806007,-1.2806006596369899,-0.590579175805689,1.4607108351854199,0.41474900687249,0.45377192562312396,-0.69801382596476,-0.49946622774858707,-0.8468592103942059,-1.08907687273944,0.497525493855761,-0.9062473447159649,-0.9943562087509109,0.12407249618569902,-1.24539578924367,-1.60031974976282,-0.641010809658193,0.20259551499370101,-0.573111660589218,-2.35852829945333,-0.198936015524128,0.5976289158163111,-0.318943915907568,0.647066277827428
CREM,0.7597229493551441,1.06681923445448,0.37411827379604706,2.2794543583957,0.728458023298617,0.6269525867803389,1.4040378738794,-1.36395800600545,0.45844660424539,0.42928489242862106,2.95406642073562,1.21413950449513,1.68575737124355,2.4394732852249703,1.74714716398634,1.19271607449819,0.63624376020877,-0.42770435895897096,0.835143786109896,1.5665223801751598,3.28748481929642,1.7869340339505801,-0.0420501382320385,1.8274788841161698,3.0605066570153903,-0.622207461861234,1.85833500261256,0.961963076724106,3.01966315449788,0.8761522349779352,-0.39156450627664396
CTCF,-0.799264610161853,0.0788888351488933,-0.46110548843352794,1.49949276105515,-0.0803112977651179,-1.07962009662491,0.700278265180317,-0.778992199016797,-0.187711256282238,2.0010781150393,-0.4898010368291789,-0.47366595263445793,-0.953697931632337,0.11799936077705499,-0.379659499531334,-2.14278257476988,0.16935729692447,0.6367609035579871,1.37486552902479,0.125253679291354,0.0156989218017949,0.17466362442194297,0.206169564335512,0.540470583989909,0.19805768168284804,-0.7769743420351329,0.47864386291048994,-0.10330046232407801,0.800084613067047,-0.0190005896121968,0.411473711462089
CTCFL,-2.3522653330967205,-0.9441552794625729,-0.48640176487080106,0.924548585495609,0.661820788518092,2.36892512442917,-0.057645921975015,1.1797999006699098,0.34857905923327903,1.19778036932817,1.92369681470365,-1.71384021948028,1.87053242682767,-0.0261574737002307,-0.7954024576420671,-1.37573292581411,1.4501978246235299,-1.33100886513268,3.26545513021431,1.07512324082404,0.0615622952906108,0.342196711978087,1.3589688526360801,1.40966284702306,0.282857886339033,-1.27857117851625,-1.3618830065329,1.6573894936476397,0.301989860174592,-1.8358137735658797,-1.0263056566086501
CUX1,0.5430250501442629,-0.866704187387508,-0.365345920603025,-0.4457183030712129,-0.763257750663217,-1.83712142752718,-0.429998561113557,-2.2515507709688,-1.5701034736855701,0.915605073193648,2.42011581497918,-0.9971977399547001,0.39080851947580203,-0.789022908244942,0.21015375742041897,-0.0653435469462412,-0.796406135478497,1.5074003608120599,-2.62513127191103,-2.34424068448777,1.2611012044776297,-0.6636949240974761,-2.04820181258743,-1.88325763781071,-0.124211983480557,1.53392556883904,-0.596876025923698,-0.0375750718484607,1.43779313391574,1.69348515217643,1.4988764911221102
DNMT3B,-0.425184676054454,0.6746849257503911,-0.21596409752794998,-0.446437819540155,1.39895562659787,-1.0285616318061501,-0.21637107453970897,0.894552840365055,1.01894530002715,1.0731241459770302,0.9240726156043001,0.440552899618348,1.8329017146821103,0.0969509085730387,0.34977990363104106,-0.858392370622363,-1.17332184946958,-1.26361218565046,-0.5078325925363,0.579247236671111,0.3668035745637629,0.0648847843244995,1.0216169923529699,0.724889043096524,0.21488867764063602,-1.23180562010632,-0.797389525139675,-0.868926438745441,0.194580973401294,-0.214863164232973,-0.496622566794144
DUX4,0.8818541002669029,0.837538551450246,-0.227159866326982,0.8576791043144609,-0.308158167492158,0.6781152423972321,0.721499086820929,-0.563585890998163,0.60057620796827,-0.552042540713501,-0.0842065595283273,0.587675083874425,-1.27739273724608,-0.0026987667563431,-0.164786537957397,2.43772628809707,-0.103449543708955,-0.729827852199684,-0.49774317994035705,1.22420900230594,0.8624981206639358,-0.0758175908335599,1.4010618066775802,1.01236988141226,1.24789094000195,-0.013727729990039,1.56952980777246,-0.8719338212353609,0.119049800102039,0.0778905861987663,0.7875240795053409
E2F1,3.0452351736272996,1.6868310630445,1.6839749252495602,3.10259481030002,-3.50700421360937,0.15332835262137803,2.14403490851418,-0.0278178724867959,-1.60010652110488,-2.0317130004893,0.78166859631575,-0.30405245905813394,-1.58329856374467,-0.88456524000312,-5.437737333031619,-2.7729345485719596,-2.66229839966429,-1.2164653421548401,-3.73112404688349,-0.457680014344002,-3.6106179531813103,-4.03630170852885,-1.9191064297392197,-2.17653427047965,-3.8082147749795894,2.45648787375431,-2.40266104498465,-3.63425578071505,-3.88370481969311,1.64993957907386,-1.86730983949442
E2F2,2.0948470394660204,-0.033134031780397005,1.23913730876078,2.92917048228149,-3.2113718368221598,-0.164399533453087,3.52572937377044,2.49311534800217,-0.29107160208120303,-1.95801032632083,0.10085934480746601,-0.9424546163151871,-2.04956191368301,-1.1179680711201399,-6.19004914080525,-3.72442259462555,-3.27551610113869,0.0958029691465764,-4.10557083652936,-1.4816470742629901,-6.05878185880031,-4.75436016157869,-1.3872029656628897,-3.3452218519453103,-5.31545741185882,3.50662021620745,-2.50779163784729,-2.27307659391898,-5.0950674295693394,1.03089643361324,-2.76321182601607
E2F3,0.8549815518196641,0.170769891095079,1.13498593729781,1.3833700818863002,-1.40501051018513,-0.172620657918744,1.35614604667054,0.663224219111593,-0.515906459407947,-1.1527378861370101,1.4052502532130802,0.6414367470822601,-0.621916564271859,-0.0855038773006096,-4.08129599665792,-1.1551984089406102,-2.23799938312741,0.3763193991478971,-1.90483445868233,-1.0370385521021699,-2.55246349848459,-2.18788435996808,-1.64193341652793,-1.39550869909771,-3.1339827959973197,1.20336039067701,-2.57962451631489,-1.52228590382003,-1.9911593143902,-0.01009379982351,-1.1665407507232501
E2F4,5.75116601311851,-1.43258716754439,0.527542152521561,2.58509614293733,-6.23757354413296,-4.265804834478,3.96140774720631,-2.07473543670043,-5.72511380742763,-5.823349093756651,-2.0243243200787,0.0891598600927483,-5.05627052604208,-3.2268680262751697,-10.827204212783698,-3.6176828728259505,-6.44731312752355,0.585388002972171,-5.516188357162959,-4.18359408192526,-10.0170817969833,-9.585883571353051,-6.1148348643828,-7.2668665996682,-9.26062905779143,6.4207246708976795,-2.75446442837629,-6.95150310677654,-9.38785641085161,4.05834200197819,-2.8199123861899604
E2F5,3.06027764849244,0.125797018716091,0.0282114713085731,2.5781926023635897,0.111294128671107,-1.42517694631009,1.60880127241458,-0.9143110777716741,-1.43891185514652,-0.47340339248977503,0.514237628663553,-2.07103910155265,-2.3865101172363303,-0.7710395541758579,-1.4147256110259199,-2.30798032701968,-2.03910272954777,2.4128902227285898,-1.5222905716456698,-1.9232774930589098,-1.64879715125464,-3.00047019346183,-1.4423980660818898,-3.23441232490204,-1.44452675963607,3.2808165512706,-0.439707173917364,-1.6894637694039398,-1.13893412699047,1.69613857190269,1.13145694533232
E2F6,2.42951864465359,1.3347287775903998,-0.459644261208114,1.01221134684222,1.48685055913975,-1.93753535442193,-0.8128949628978921,-0.49981218481290995,-0.13606437210362102,-0.997121953195988,-2.9246571132424903,1.92972375142994,-3.4390312069583797,-0.7918306121317721,0.5901260310233011,2.66729057030064,-1.1029974142336,-0.804961302665997,-0.8660616966601891,-0.45875959214740997,-1.1325899650176698,-1.1696215267062,-0.4378537310087439,-0.8177599045190219,-0.711006544173345,0.641327048895919,1.34245381813339,-0.347935277934565,-1.18816027857758,0.762709642819425,-1.51218599134365
E2F7,-0.445347240048635,-2.59943850539916,0.745209855489614,-0.849826224040769,-1.58939915508701,-0.36483046784903495,0.9217024699313499,-1.82869337283537,-3.58068084562574,-0.8337074939894878,1.75932501464106,0.013818468465866998,0.302255930281293,-1.0015071420889101,-3.11783891676618,-0.582461608148217,-1.3961246076655802,0.9280183947601491,-1.29118185172659,-0.983347070733802,-0.306524927017868,-2.49089627358754,-2.03292032505304,-1.6485754027386401,-0.648924087763972,0.21803831154965603,-0.27858227856540996,-0.7643972354153978,-1.17734997291715,1.2939385328468602,1.7061013268849499
EBF1,0.7037670674567328,2.9404256478235697,0.350971604493839,2.12537191374399,-0.010561597994011998,0.702058746607104,1.7106551242233201,-1.3955364945548099,0.977201007710607,1.85087194465784,3.3978143304675,-0.48413163106462104,1.2490477175754098,3.6484060850588103,0.7465471938290079,-0.8078809935286378,1.9638919947843603,1.7329230949142802,-0.0819880294579021,2.3009173280232798,3.0444116878142897,2.2983570625446,1.75736224966537,1.05176966411313,3.97294792094392,1.5783716658865201,-0.8547247456858471,0.290742913948325,4.07558693487345,1.8359896998524,1.19489930241042
EGR1,-0.470720145787041,-0.155816922857496,2.3587498371331,0.574357062308546,0.8533158620811591,1.40699182308521,-2.42926978811843,2.44019896735661,0.9091658766278441,1.3429837833160299,1.53639489440649,1.1057798586318202,3.3970254193521,1.22852797963198,1.1370668025261002,-1.00809350066531,0.0571314622756678,1.3645512410767702,1.82449505334629,1.6006609135187098,3.09463233331138,0.9438716315933711,-0.6752039612990829,1.78818976879235,2.23374517345471,-2.2143689298093303,-2.6848680788212,-0.3575498688047,1.86951255765601,-0.264451281132279,2.36721396661476
EHF,-0.515938553568087,0.473865496705706,-0.7665340583772859,1.24301007946318,0.0245552119552406,0.148463187727938,-1.16277206870491,0.5824337756786251,-0.14846225285055897,0.9281350840516209,0.793489602815231,1.0558880861915099,1.5395805544932601,0.666855384817122,0.263157465730732,0.212526570300295,0.8959924160877779,-1.18243371322871,0.322437006276726,0.412893314834245,0.642040507536376,-0.046022617582404994,-1.04276821639448,0.7458719632245301,0.41798665533540597,-1.29270161094744,-1.7247005431391698,1.24120198465437,-0.32587619363052,-1.5454769038903897,-0.593255626588721
